Time,Condition,Age,connect_overtime_LA_EEG_12_P04_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P05_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P06_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P07_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P08_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P10_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P11_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P16_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P17_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P19_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P20_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P21_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P22_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P23_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P24_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P25_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P26_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P27_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P28_CTS_MTH_chanpair_12m.mat
-1000,Cane,12m,0.576002641698235,0.535967231387628,0.570876504328816,0.558399576135618,0.495377189474091,0.526779403955044,0.568142795761571,0.561746197995761,0.619431973345987,0.576200207217223,0.5923105222212,0.550152891272828,0.506934543053118,0.51805776004432,0.552058766474364,0.50109509145552,0.548014535737158,0.493006535711741,0.540701538313634
-990,Cane,12m,0.576526077882354,0.536742378336746,0.567904486689814,0.557954495062372,0.496173256132556,0.527009277402391,0.569265957829479,0.560395250351525,0.619609512875774,0.57563041672511,0.593485665283302,0.551081110284565,0.507096171437626,0.518234863960686,0.553158706671378,0.501511711837697,0.547612126237016,0.493494592168357,0.53953941967143
-980,Cane,12m,0.575424668786873,0.537354507516114,0.564714350578559,0.557107047292478,0.496690568764486,0.526076034694695,0.571585404570329,0.559395108572999,0.619630803451339,0.576597675150913,0.595061781058038,0.551515117072001,0.507171817030556,0.5183052362995,0.554574972294125,0.501057061983924,0.548252967823225,0.493679502692524,0.539993393807928
-970,Cane,12m,0.574200957553548,0.537171260995412,0.561723628514591,0.557047715426701,0.497275001818584,0.525582985196768,0.573311630210315,0.558872431876831,0.616717935928781,0.576536368756392,0.595007880582421,0.551404795288267,0.506793534015176,0.518200668250754,0.555682990920393,0.501100540072904,0.546726762207152,0.494380839150025,0.540238965990102
-960,Cane,12m,0.573462079510778,0.537963394545079,0.558899357281898,0.555426190973517,0.497013356055674,0.525056752998728,0.573191036111921,0.558543392706262,0.615152614850533,0.576328075672885,0.594729535264566,0.549871438145526,0.506420668102654,0.517809930383793,0.555819104373939,0.502219765864951,0.545903310220768,0.494400112344389,0.539481382680073
-950,Cane,12m,0.572250870152191,0.539545599049413,0.556461871172543,0.555072691868479,0.497875733116893,0.524481985051239,0.572763602009591,0.558300445243751,0.613057817703572,0.576129474068054,0.59494399981276,0.550334421672152,0.505802190291457,0.51800770364037,0.55668700840844,0.502557414309046,0.546106675597334,0.494308110895441,0.53833981864857
-940,Cane,12m,0.571983106447467,0.541331664069032,0.553845065925449,0.556023913549373,0.498551052788687,0.5249320429472,0.571946419945398,0.557287603236747,0.613120972167255,0.576939993963559,0.594237183017629,0.550294545635779,0.506022026200042,0.517838960768153,0.557393205993852,0.505574239550959,0.546857578822077,0.494185492232508,0.538364828712737
-930,Cane,12m,0.572010862925112,0.542423997362488,0.553172684062156,0.557137000477553,0.498193989263518,0.526330181894227,0.571739288320276,0.557355524557099,0.611224831846239,0.576843778724053,0.593478054396092,0.550589001304925,0.505477970216036,0.517859966748597,0.55858772611533,0.510106131499831,0.546261981440727,0.494243502659561,0.539010561078993
-920,Cane,12m,0.570901260018606,0.543426705863116,0.55066749780371,0.558193451658729,0.497948258082752,0.527248576800311,0.57239280109858,0.557143365681469,0.609657585406783,0.576226948416231,0.593570611217953,0.550126663014776,0.504049391383369,0.518032186887563,0.559579408407725,0.509911475717251,0.545587279819896,0.494350811819416,0.539712424781818
-910,Cane,12m,0.570256667721333,0.544440224067066,0.549498744347052,0.558302601863507,0.497473049382998,0.528941906252018,0.57174294291114,0.555452497220988,0.606197601240888,0.575320332106639,0.593998577315201,0.550474833367124,0.504377134657297,0.518358995478731,0.560632685929047,0.509846205992377,0.546861611287371,0.493914909343045,0.542808869245758
-900,Cane,12m,0.569558767688666,0.545041549078271,0.549609045966721,0.558717727674712,0.497544405806965,0.530761830744696,0.572702919938957,0.553919993014267,0.603902148079397,0.574292917544977,0.593844280750384,0.550624031484823,0.505272826716293,0.518202681982679,0.561731447957705,0.51025736221243,0.546707038337198,0.493365486948257,0.54252989667304
-890,Cane,12m,0.568875763735647,0.546163463263518,0.54959919250243,0.55883983165375,0.497301355046554,0.532127453897002,0.572843105866514,0.553216743274319,0.599737162507717,0.57409977817622,0.594800641378812,0.550561481349745,0.505093929859277,0.517312098463617,0.562377990611571,0.510326954089972,0.54614630197246,0.492779594910345,0.542073254146112
-880,Cane,12m,0.568537558278467,0.546524843841429,0.549999109831872,0.557539216081251,0.496706749617581,0.532093320103596,0.572905223075163,0.553279836746797,0.598414580353614,0.57390150848743,0.596806655428632,0.550257420099469,0.506376995366242,0.516416842470943,0.562122940866925,0.511131157975254,0.54443670817508,0.492540252755934,0.542073632434078
-870,Cane,12m,0.568295728939416,0.547252993309782,0.548273234012031,0.554593749509643,0.496339124309501,0.533417719751113,0.574021328353021,0.552129678413935,0.595122073605932,0.57317078047959,0.597118636422508,0.550241782693378,0.507443737392865,0.515774617151428,0.562295267116205,0.51297863562365,0.545349072935108,0.492348810094342,0.541715193255508
-860,Cane,12m,0.567930580785868,0.548231925528754,0.549728725201221,0.556239862976064,0.49487655805803,0.531796841634802,0.574075851905013,0.550415461695616,0.592928481391598,0.571668764309774,0.598236634611844,0.550864783447867,0.50774019708519,0.51450519830455,0.563015724351411,0.51302279829255,0.54584185044113,0.491149448849059,0.541655198494342
