Time,Condition,Age,ChannelPair,connect_overtime_LA_EEG_12_P04_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P05_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P06_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P07_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P08_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P10_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P11_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P16_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P17_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P19_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P20_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P21_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P22_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P23_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P24_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P25_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P26_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P27_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P28_CTS_MTH_chanpair_12m.mat
-1000,cane,12m,PC,0.559327476470006,0.585965413054983,0.365246231611858,0.63336671152461,0.568937524638269,0.517700454370063,0.609540096102101,0.442989315135985,0.469424549928708,0.477941038034442,0.552202856349343,0.438806100771035,0.5626042372808,0.518105213625868,0.586698164618751,0.481323426498034,0.417189536446036,0.530280628979984,0.41290139448898
-990,cane,12m,PC,0.561575869557594,0.576695401638137,0.365466784950973,0.627896836687919,0.56272592106086,0.528809912445214,0.615642264202236,0.440470519658503,0.476377109441825,0.475493456619033,0.545435428104143,0.444146834508813,0.55471460113326,0.513019288174749,0.584054512658804,0.460244192636874,0.414894268737229,0.532867705528757,0.426143267683042
-980,cane,12m,PC,0.564256252785279,0.562861769905101,0.366157262000324,0.617967436925666,0.551161703365878,0.542037503907212,0.625021171341308,0.438708480014217,0.483773826099384,0.473940372571893,0.536398530222689,0.4496055302672,0.550243851468661,0.509879956282275,0.583290158615686,0.440984314784534,0.412376903376227,0.535935241900133,0.437809219482299
-970,cane,12m,PC,0.564779722447284,0.547166066011737,0.367776744819674,0.604552225217013,0.539996224809494,0.557349347788123,0.636234591375665,0.438874878912958,0.490282233647098,0.47519195217833,0.524198548957144,0.455969522151821,0.5481323593429,0.508879178857614,0.582045832079933,0.424952983012979,0.409706105322302,0.540607705072942,0.443985931085407
-960,cane,12m,PC,0.563745633319011,0.530869021405391,0.371628975051048,0.591224732319473,0.532720759966048,0.574937493750843,0.646012142461777,0.439484678891345,0.489144974523696,0.479322878005176,0.511661231842988,0.462945613886317,0.548114338879013,0.508237668126306,0.578642982020503,0.413639983629246,0.40789163549324,0.545947395863632,0.444082625888847
-950,cane,12m,PC,0.561389292689467,0.515855454939982,0.376864574913192,0.58046010296576,0.530725353353878,0.593050460326852,0.650016707302641,0.440976006104748,0.481853562869279,0.485193103839052,0.502482458082521,0.467715998924123,0.550661088154742,0.508665808626134,0.571563478014542,0.410606166523967,0.40972102896793,0.552652523383075,0.443625736909067
-940,cane,12m,PC,0.559331223880169,0.504135349646987,0.380122172994924,0.571912133657194,0.530652435250045,0.609186805401256,0.647284152304189,0.446151250323109,0.476293953579675,0.48955022301063,0.498794581011143,0.471013021256594,0.553236001767797,0.511758824665802,0.562273999871401,0.415017650807422,0.415509668953906,0.560161522266005,0.444290478704692
-930,cane,12m,PC,0.557641304199561,0.492638199532114,0.382944349919398,0.564076991354082,0.530845721533917,0.625091247768883,0.64113396364298,0.451488498496,0.475484974920974,0.491590803927003,0.501319905588522,0.474928572651791,0.552520280296643,0.516199049944688,0.553736584579345,0.423463765944196,0.426515430987377,0.566430820623485,0.44408019730119
-920,cane,12m,PC,0.556486380642987,0.47968550161582,0.385399989137421,0.557564114119404,0.530864843129644,0.638800282036246,0.633965948787076,0.453403512293651,0.479456839046274,0.494318330549185,0.506970871495557,0.478941838072071,0.548787816960383,0.520322156004351,0.546441352698946,0.432069203412843,0.441187739061916,0.569641183266262,0.442760386044146
-910,cane,12m,PC,0.556559507939674,0.46887152481322,0.387479413290167,0.553811201276374,0.529709833013681,0.648128358888295,0.627633614454139,0.45265435531526,0.486979322819344,0.497303866575671,0.513155620610258,0.481320204851571,0.542481444855817,0.521527470671283,0.541068981919048,0.437252367548353,0.456214332653614,0.571252534795196,0.442612890356104
