Time,Condition,Age,connect_overtime_LA_EEG_12_P04_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P05_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P06_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P07_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P08_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P10_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P11_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P16_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P17_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P19_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P20_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P21_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P22_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P23_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P24_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P25_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P26_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P27_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P28_CTS_MTH_chanpair_12m.mat
-1000,Cane,12m,0.510645339804289,0.557006542104995,0.516829226040123,0.556285599138269,0.525532621431444,0.543664796825626,0.564094685412676,0.5280408684747,0.521157010838735,0.531337749837467,0.548379339798959,0.508483196400913,0.527538830067876,0.527586891989573,0.539768735950337,0.540504227419391,0.51867023198742,0.517455658896231,0.530565741477482
-990,Cane,12m,0.509019502800953,0.5581129081023,0.519870921817234,0.556280832322567,0.523634951943259,0.541884328097022,0.563071083588856,0.528607631575893,0.524873538536335,0.53370931258538,0.552139825447542,0.508402257419574,0.527398395916297,0.526002491788659,0.539221861228861,0.540811112566176,0.51817858879926,0.519113077665883,0.530383458191198
-980,Cane,12m,0.509668457493405,0.55827496220207,0.52159221814776,0.557008626256636,0.521489834304161,0.542290834971512,0.559327337970125,0.528729356394317,0.522308702872094,0.533753137993891,0.551739204199183,0.510912089678126,0.528824937989432,0.525426823769051,0.540002596885556,0.539361902200706,0.5180257409988,0.518997973677671,0.534536897357475
-970,Cane,12m,0.509756142255,0.556597926651445,0.523678933461918,0.557989637066759,0.52076505013731,0.539587246607821,0.552389860696688,0.529544801582041,0.524124139759012,0.533189294315585,0.551313520034013,0.511491545490296,0.529196363723173,0.525297377893045,0.540243332925318,0.538949802797386,0.516951261327708,0.519529390770864,0.532977595017401
-960,Cane,12m,0.510138008727089,0.556298646965955,0.522692530820222,0.558531985981781,0.519914056935588,0.539597366778031,0.543128622583065,0.526991308907688,0.523210421560078,0.533204043337042,0.554154561412132,0.511544830890495,0.528306845517788,0.526132141396989,0.538375986103584,0.538487496119326,0.515147729857257,0.520950105788398,0.532010817684898
-950,Cane,12m,0.510211827584038,0.554446237035899,0.520896716242433,0.560691407727604,0.518905604705824,0.53932650521424,0.541431624226547,0.527461937053562,0.52252193763102,0.533822250108698,0.554868805781809,0.511826009849553,0.528822581726297,0.522927763212465,0.536199880267739,0.537442479014679,0.512804767020012,0.522634440145684,0.533627564616442
-940,Cane,12m,0.510822300368223,0.55330305981158,0.523207645977449,0.562393919162569,0.52089133094489,0.540125528771048,0.537020492098112,0.526488150729424,0.523775188329776,0.533885761097719,0.554890043266295,0.511818531007323,0.529484710978894,0.52128970858438,0.536364235307949,0.534619720718045,0.512141799503128,0.525266405531403,0.534145002317056
-930,Cane,12m,0.509366796726906,0.552643197646827,0.523606138008209,0.562754886446252,0.519680533885312,0.538200387609278,0.530627497440568,0.526890658498362,0.522431085331413,0.532810506164519,0.555839513133778,0.512222810812193,0.529313312597589,0.519986841378603,0.53548278432657,0.53210957693766,0.511056066448662,0.526542691486572,0.533701205095092
-920,Cane,12m,0.509783262748629,0.556575708918715,0.524324369877911,0.561850491980421,0.522318659308644,0.537657529950573,0.529817714412089,0.527510019513153,0.522088696429073,0.533234635526075,0.5544409033567,0.511554998890006,0.527769408010916,0.519305690260326,0.534471198553004,0.530099553057313,0.509498892581032,0.526286003763714,0.534040953953419
-910,Cane,12m,0.508196319217106,0.555376083240541,0.526876593701964,0.559301863927895,0.523777500250113,0.538405788402304,0.529951555704601,0.524801704962078,0.521480400356896,0.532645600313851,0.553341151681872,0.51201400165529,0.528003670327235,0.519777978841743,0.533523680646829,0.529474572233204,0.513879370020171,0.526746432198742,0.53339302435705
