Time,Condition,Age,ChannelPair,connect_overtime_LA_EEG_12_P04_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P05_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P06_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P07_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P08_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P10_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P11_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P16_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P17_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P19_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P20_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P21_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P22_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P23_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P24_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P25_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P26_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P27_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P28_CTS_MTH_chanpair_12m.mat
-1000,cane,12m,FO,0.47624722014483,0.469598389037525,0.473578287655456,0.506057919052503,0.546001476633654,0.493802787307466,0.521320052836012,0.411448120103183,0.49821623328243,0.552298424524782,0.451009012061094,0.606815862536757,0.551038392817951,0.558728266944474,0.504058534189509,0.621280884440727,0.492446616896743,0.538859055415188,0.434395120086151
-990,cane,12m,FO,0.477023904317832,0.464457037670983,0.480545822213076,0.502610285590594,0.544890016579621,0.490551723019674,0.51500629555267,0.410218286971225,0.498926310593686,0.55161793204517,0.455514906264584,0.60584672985075,0.552496995036661,0.559085396901476,0.505649371333038,0.626369820317177,0.49819323091034,0.542002456735141,0.434339412000687
-980,cane,12m,FO,0.478088666513798,0.459993592367943,0.489324719269218,0.498522750467216,0.543062775731795,0.484830131638586,0.509462171306898,0.409802135349356,0.499016413053823,0.550531420293472,0.459510068359804,0.604646784569915,0.553954182205441,0.558534515018291,0.506244274636331,0.631247451316335,0.504405552885961,0.544988192862782,0.434674321508615
-970,cane,12m,FO,0.478208601596983,0.456627246918638,0.498434995159424,0.492931635661094,0.540349508758236,0.476783820709185,0.505112086360438,0.410724054977007,0.498064296689337,0.548946448692007,0.462919833752366,0.603000703296636,0.555306974967251,0.557399594209198,0.505840815425638,0.634666646941315,0.510837959035171,0.54738304003956,0.435569492851703
-960,cane,12m,FO,0.477542423560871,0.454596496572396,0.506734089707142,0.485786241993744,0.537029611463789,0.467112819117878,0.502508969596001,0.412458214922459,0.4965947511803,0.546869254562647,0.465983543671854,0.60088223727451,0.556379729361985,0.555433852463708,0.504627883554883,0.635342487717435,0.518084270423857,0.549956479425043,0.43638694897622
-950,cane,12m,FO,0.475762203835453,0.453823898851434,0.51288523772718,0.477421402120958,0.533755359214746,0.456458548403691,0.501233957096997,0.414256937190908,0.495265877850139,0.543943071950765,0.468685117483509,0.598492651369302,0.557259009844431,0.552708981697452,0.502849112220357,0.632506433945829,0.525900575114918,0.552960965093582,0.437067768509495
-940,cane,12m,FO,0.473069210950989,0.453972584517277,0.516530563692319,0.468469424520408,0.530796152828762,0.445380525322486,0.500358646793266,0.416522184333588,0.494962917895351,0.540134959431338,0.470625555271166,0.59603798329783,0.558494436822459,0.549578101538149,0.500425526757384,0.62817048206952,0.534042617232138,0.556352915534776,0.438281975537113
-930,cane,12m,FO,0.46971393019633,0.454334051741769,0.518603224384051,0.459791684156019,0.528367285292602,0.433979691983721,0.500062902762336,0.418971525725553,0.49654831216418,0.53482951520172,0.471315601701861,0.593972333512226,0.559706580452746,0.546021706509709,0.497244490265605,0.623507828355773,0.541598009564219,0.55960650503875,0.440082415201287
-920,cane,12m,FO,0.466376547544545,0.454178859570258,0.520273029329094,0.451393562565185,0.526297125461647,0.423518976042017,0.500845281297687,0.421975836182562,0.501135862584965,0.528426418041678,0.472177856394749,0.592166320355152,0.560278258856933,0.542395967447035,0.493426533914049,0.619143934964452,0.547978891862167,0.561892457150564,0.442255633462849
-910,cane,12m,FO,0.463316513426674,0.453432172605785,0.522392763215983,0.441863651824417,0.524179489081556,0.414273476880263,0.503143951419234,0.425316718248956,0.509316674752893,0.52115678427912,0.473465782095368,0.590521991135901,0.560881289692309,0.538906166519037,0.490090104450115,0.615933841629637,0.552921945583654,0.563347173961923,0.444527442185956
