Time,Condition,Age,connect_overtime_LA_EEG_Pilot02_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot03_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot04_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot05_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot06_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot07_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot08_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot09_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot10_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot11_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot12_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot13_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot15_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot17_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot18_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot20_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot21_CTS_MTH_chanpair_9m.mat
-1000,Cane,9m,0.520203778917277,0.520274138254838,0.574833767538708,0.516742490207721,0.514345725236754,0.560753244915859,0.540008892026909,0.538151486061431,0.505194410631629,0.514726722168057,0.543289054860764,0.507721912748866,0.561633515981454,0.545495025164363,0.54094805213511,0.552012173002998,0.543584685364528
-990,Cane,9m,0.519774923398851,0.520275531217516,0.574492315487366,0.517679614664899,0.514633042314332,0.559877320844411,0.540143045018802,0.538296348260486,0.504868620162139,0.51466209246891,0.543593912606184,0.507679003050377,0.557425898341624,0.544198548380871,0.541114174080142,0.549804186168015,0.545063345305435
-980,Cane,9m,0.519564217747827,0.518555013361905,0.576169773300877,0.517609560137576,0.514369885147303,0.560378370221026,0.539290670718969,0.537124762840183,0.504781289964976,0.514509285366755,0.544001344061901,0.508562445698637,0.556113606201318,0.542692312696327,0.540990554132212,0.548101030389864,0.547996470520859
-970,Cane,9m,0.521881351978796,0.517200043119232,0.575899105671831,0.517218000591927,0.513599003181048,0.559034389678696,0.538316516356042,0.537419695639266,0.505911987184293,0.51441058437035,0.543705828634592,0.508453839960243,0.554600273658607,0.541877399645123,0.540861016098761,0.546326763983098,0.550918647913445
-960,Cane,9m,0.522945631677987,0.515707406159516,0.576424490431523,0.517023983913767,0.513767990631534,0.558693975668891,0.539076093403952,0.536787917148366,0.504624388246253,0.51425232775335,0.544034139618782,0.508586963708539,0.55285253319181,0.542357174737658,0.540190244779051,0.5452269040041,0.553260250307884
-950,Cane,9m,0.524173749320407,0.514525566350103,0.577457065624817,0.516322560559917,0.514109324037115,0.558686537763905,0.540292258232341,0.535227938347095,0.504290538209778,0.51393952732078,0.54479982036582,0.508211673837948,0.550873619059296,0.540550374174565,0.539702989200642,0.54473035440465,0.55526595536836
-940,Cane,9m,0.524654367401492,0.513628750757754,0.578787459244395,0.515736310300551,0.513884738265077,0.558556588420628,0.539932441704151,0.533307051472227,0.503307123691244,0.5136275774728,0.542501865853527,0.506020417912752,0.54998807746666,0.541225376499634,0.539675675289929,0.54479486171992,0.557312796804281
-930,Cane,9m,0.526315764545766,0.514014385480531,0.578513750403754,0.513645439186286,0.513814263709953,0.558168259064528,0.539087473409743,0.533836535296712,0.503888242181662,0.514067283634862,0.542546547554304,0.503873625852927,0.549644152228077,0.539183472745438,0.538576648384142,0.545457647290509,0.559398665550845
-920,Cane,9m,0.526033262538337,0.514735993049706,0.579813575584083,0.513181421362403,0.514191314846054,0.55887132629122,0.537715626986611,0.533130556818218,0.505355672473085,0.51329095583204,0.544239249218582,0.504232554803211,0.549412608148388,0.539480072789114,0.538511254012214,0.54391274821992,0.560085979646481
-910,Cane,9m,0.528424826457456,0.51244790129852,0.580593655363505,0.512777511714424,0.514434329524331,0.559738387344526,0.535979931173642,0.531816262296048,0.506601695763525,0.513274472829415,0.544016612373891,0.503419747076247,0.548681320335319,0.536820532321604,0.538990592220816,0.543020972494372,0.560903416088622
-900,Cane,9m,0.529567681267445,0.511822228556397,0.580601957626411,0.51211140828763,0.514469415375553,0.559480988740872,0.534689161199941,0.530084283387083,0.507799761434873,0.515028421647379,0.542696399261674,0.503770666641856,0.548313224485887,0.537196349094916,0.538603077381235,0.541580248412116,0.56128872445627
-890,Cane,9m,0.531048764104313,0.511862642797926,0.5820261530802,0.512417351666748,0.514581488855729,0.561181807246785,0.534815693325652,0.528445161265778,0.508957332802548,0.516664094544466,0.543273604564549,0.503923755559587,0.547965638982355,0.536629583539318,0.538179688258831,0.539040528210717,0.559895589559324
-880,Cane,9m,0.532457737916257,0.511884304580634,0.582614348463172,0.512478117546868,0.514088802857039,0.562170208562043,0.535523369334082,0.527157731807071,0.509594227176338,0.517894085139442,0.54488037285419,0.503409646097408,0.546942684413144,0.536079921453373,0.537560556810361,0.539336731014458,0.561148686708394
-870,Cane,9m,0.53246714565913,0.509748891398572,0.582457065627869,0.511482602880739,0.514226472498879,0.560472770142414,0.535019123799849,0.527136157327407,0.510143581569019,0.51762302683358,0.546516215855465,0.504040057833657,0.545559308863478,0.535927639462721,0.537037759252706,0.54008231959354,0.560811425535417
-860,Cane,9m,0.530848664366429,0.51098530703107,0.583785581353881,0.512342745916748,0.514988717150094,0.559456451672516,0.533778268567418,0.526807202675994,0.510126145383312,0.517874811211517,0.54499051100645,0.50305866718608,0.546021743912269,0.536176462211224,0.53640611989653,0.540847433971696,0.561776391281214
-850,Cane,9m,0.530751792612635,0.50952554486582,0.584946458768149,0.511190743187102,0.514907719482436,0.55967099402092,0.533437779094481,0.526490295422864,0.510837978689562,0.520198017530263,0.544846349116584,0.503348936749911,0.547047256730897,0.535837937239601,0.534702376683086,0.540297681928669,0.561804347775507
-840,Cane,9m,0.531126438876036,0.509525016137239,0.585388306408875,0.510867111305636,0.515494317666846,0.558181894945835,0.533440430219269,0.527541652050508,0.51108641390238,0.522188020604109,0.542876993027548,0.503121552976439,0.54775302129687,0.537192390585377,0.533859000345634,0.537930958612464,0.562075606663028
-830,Cane,9m,0.530747133455292,0.507919495233018,0.587868837595232,0.510000756732004,0.515441689683352,0.556664095329146,0.531414664705309,0.527455048483673,0.511198272741148,0.522621927865429,0.542909612065873,0.502603053280709,0.549105888718843,0.535194135658863,0.533919756889096,0.538463357550796,0.560280865656054
-820,Cane,9m,0.531394458765753,0.507709156319102,0.588049498962444,0.509642283906383,0.51566028400429,0.555938098768898,0.531141721921612,0.526691829014392,0.510082623506455,0.523376416441547,0.543597620378249,0.502836880894476,0.550065795965612,0.535672007374031,0.534123634724288,0.536223515286011,0.559456492709012
-810,Cane,9m,0.531230967556286,0.506643617204162,0.588969751586976,0.509768998468708,0.517221982713154,0.555416479936126,0.531859892824677,0.525246071525075,0.510188941112599,0.526572476881695,0.543818687802225,0.50381680142166,0.549816327219472,0.536583282770512,0.534102809201597,0.535627745841732,0.559356704515763
-800,Cane,9m,0.531042340868045,0.507641430951908,0.590624346714707,0.509922677038605,0.51698546715227,0.554081162322512,0.528866686026148,0.524606224658142,0.510243739706268,0.52776890665061,0.54036828964153,0.502904337923505,0.546888886967209,0.535801590202447,0.532826862536821,0.533975478420532,0.558384823567366
-790,Cane,9m,0.530410839243422,0.507688730643465,0.591684094477817,0.509398725896595,0.517360713611236,0.553028974340644,0.525126078321595,0.524066729344198,0.510741938819206,0.52827921302588,0.539656798574982,0.502715108546049,0.548049639881392,0.535568625724466,0.532461283073967,0.534520092172423,0.559299147020107
