Time,Condition,Age,ChannelPair,connect_overtime_LA_EEG_12_P04_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P05_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P06_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P07_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P08_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P10_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P11_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P16_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P17_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P19_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P20_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P21_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P22_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P23_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P24_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P25_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P26_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P27_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P28_CTS_MTH_chanpair_12m.mat
-1000,cane,12m,FC,0.515904385063185,0.557596781347458,0.538728483954152,0.379795439947381,0.594416419356421,0.432360084168766,0.584834922031341,0.418442003369394,0.576592964141223,0.535730916119538,0.510012776787019,0.510140954885112,0.55443795413179,0.620532105861048,0.642670543883629,0.597861104071478,0.623989246438878,0.537218113822952,0.46732991275948
-990,cane,12m,FC,0.517812505868946,0.562021996265422,0.539973484739696,0.383051517274205,0.599712196325223,0.434373810165416,0.579450251633222,0.417383282875091,0.578511524876422,0.533308290895069,0.51025827442099,0.509646765188638,0.555045779609136,0.614359056384075,0.645828921955956,0.594287198541535,0.627671414566553,0.536932879419079,0.46821722169247
-980,cane,12m,FC,0.519474744961751,0.565915879673774,0.540588696288228,0.387302558254967,0.604119517488158,0.435844338865397,0.573686873388572,0.417593805407898,0.581082928769149,0.530832888897615,0.510486773915187,0.509034205118229,0.555024568043906,0.608218306575147,0.649157874385236,0.591055853703091,0.630857150936475,0.537125918455198,0.469131756903849
-970,cane,12m,FC,0.520712637394615,0.569096621352019,0.540809537072792,0.390928478452079,0.60794604997248,0.437045231181342,0.567170436981088,0.418410846115519,0.584078410292632,0.529590160732897,0.511129744420862,0.508500017934929,0.554824892356677,0.602120070374699,0.652061802077559,0.587739726003731,0.633068786579425,0.537874360558135,0.470173919371633
-960,cane,12m,FC,0.521144648414192,0.571431560310094,0.54050085111682,0.394437399883495,0.610876368314076,0.437891203537484,0.56015866607093,0.419680624687917,0.587422353234707,0.528774526187552,0.512826526177521,0.508118619648619,0.554735393145942,0.596462963056136,0.654366859220581,0.583617533813463,0.634166112260419,0.539080636086151,0.472158204587541
-950,cane,12m,FC,0.52093168979508,0.573139479392486,0.539589860172278,0.39793196540344,0.613279877653695,0.439053860235039,0.55290191194319,0.422034018527233,0.590080493572602,0.52799830620473,0.515982059877043,0.508055985866005,0.554768696120265,0.591703652431616,0.655647371151589,0.578979638790925,0.634660611655245,0.540874569217174,0.475503230430706
-940,cane,12m,FC,0.520449074908517,0.573871446552289,0.538543982388731,0.400679741384666,0.615379715891038,0.440835936068045,0.545924228528833,0.424504059451121,0.591224280483002,0.526845157887478,0.520580548827865,0.507981671940954,0.554462500058421,0.588282394179036,0.654962998366697,0.57367551399151,0.634712709266619,0.543306343126954,0.480026311692896
-930,cane,12m,FC,0.519879948328912,0.574300082687001,0.538544968014508,0.402108682210008,0.617139714171525,0.443345237984607,0.539404634956268,0.427027064885974,0.589736083000185,0.524829561150587,0.526050327519542,0.508405471363331,0.553368906382851,0.586298862283888,0.652268687597277,0.568074309561836,0.63405795199189,0.546248080829073,0.485468982020705
-920,cane,12m,FC,0.519035471822986,0.574402436053598,0.539573508634489,0.403042046416387,0.618566165670184,0.446407122225259,0.532878827097118,0.430084036069612,0.585326357720258,0.522473495473106,0.531525153341028,0.509739270746601,0.551257084603276,0.585198904003551,0.647566282077815,0.562950412408502,0.632718390469963,0.549407726767753,0.491432586529826
-910,cane,12m,FC,0.517950228081131,0.574205061822966,0.541231154687989,0.404649712338888,0.619777936590906,0.449196591501095,0.52558046453815,0.433676830929672,0.579070025112268,0.519201730233915,0.536094989314914,0.512227373921987,0.548837528460533,0.584398820147239,0.641796828571996,0.558827830879804,0.629935901090877,0.552184925770136,0.497290024241229
