Time,Condition,Age,connect_overtime_LA_EEG_Pilot02_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot03_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot04_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot05_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot06_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot07_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot08_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot09_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot10_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot11_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot12_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot13_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot15_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot17_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot18_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot20_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot21_CTS_MTH_chanpair_9m.mat
-1000,Cane,9m,0.517404119112473,0.553257557573263,0.566834311517364,0.507074344900254,0.537503289194954,0.532208442288957,0.580015450431848,0.662607877407835,0.56883544644393,0.5493848615686,0.580075786293346,0.531325947644561,0.562312738488218,0.53546562584669,0.589528122932698,0.529671152297461,0.533084128582807
-990,Cane,9m,0.516571250878159,0.553248295790322,0.563953663639222,0.506465695376721,0.537552943349122,0.531818769420568,0.575185790465608,0.65877768412702,0.5686368150986,0.548596236114163,0.582501820250927,0.530692493627902,0.561053855532676,0.536369394840211,0.589274257270137,0.53111774645163,0.533167975023858
-980,Cane,9m,0.518004528078526,0.556629707019104,0.561235041267396,0.507028177160032,0.537017760165484,0.532248051918701,0.570889096238258,0.656301785952846,0.56934060304653,0.548323487189473,0.582280424511688,0.531930038528974,0.559963238155593,0.538273774100169,0.589254771492265,0.533497688946479,0.537229692495978
-970,Cane,9m,0.519289492077719,0.558585351339701,0.559820020816787,0.507385854602223,0.538620363259121,0.532838944587859,0.566244916860186,0.658935748665204,0.568858538816784,0.543990366536054,0.583342722978185,0.531552143069282,0.559694856230728,0.538107470170039,0.590943614974281,0.533033019324471,0.539162842077784
-960,Cane,9m,0.519833550363436,0.559595842680714,0.559797939640763,0.508318692542438,0.538491908084391,0.530552090387245,0.56198391758942,0.658729223821852,0.568116660005546,0.543760674286588,0.587381005396524,0.531500398598975,0.560648090850191,0.537405332051948,0.591681946561454,0.531863932286626,0.539704967473037
-950,Cane,9m,0.519358069393318,0.561124188114759,0.556593657732353,0.509289434316037,0.538945484265604,0.530228629260453,0.557659589074948,0.657709351134554,0.568474415179423,0.542660271132834,0.588167172053918,0.532150076002909,0.560355044526157,0.537487444555604,0.593020178256353,0.53367895591127,0.540098797891957
-940,Cane,9m,0.520375194482216,0.56447679946525,0.554225552154273,0.509712540257311,0.539999227784889,0.527665628800016,0.554029596522195,0.657733831194532,0.570070967560136,0.539746814692848,0.589754309550388,0.535001908141971,0.560855640663058,0.540806764128419,0.594378474967969,0.536043138065787,0.541650725714089
-930,Cane,9m,0.521453164075644,0.569353889296713,0.552592884401639,0.509698425257243,0.539389510231204,0.528155429412149,0.550003945006775,0.658070174375812,0.571333685620917,0.539691568808207,0.59503180431032,0.537485257996894,0.559976559291266,0.542180114548288,0.595616530660858,0.537957297966047,0.542668645385053
-920,Cane,9m,0.521058024348282,0.569137910487875,0.551915651942282,0.5107518706849,0.538643551616483,0.527804215925639,0.544896851800244,0.658404757043512,0.569711208371001,0.539406381249314,0.594380556216583,0.539430828543246,0.560595648590527,0.542657982729015,0.596662934667104,0.538970459520427,0.544068133113227
-910,Cane,9m,0.520642778615145,0.571723920390788,0.551629844938843,0.511576501330889,0.53980550259684,0.528093602800606,0.541035639547047,0.659713110938381,0.568473964539786,0.539447051464244,0.594357290328083,0.541076316278277,0.561539931076111,0.543035721818487,0.597443496973798,0.539650953045474,0.545034116930347
-900,Cane,9m,0.519558886532336,0.573994349507772,0.551585310832023,0.511579189910842,0.539249938264996,0.528936408145988,0.5400729195902,0.659855587454736,0.569653469456807,0.538700005990287,0.593186579877846,0.542685847073118,0.560694357865854,0.543213665658555,0.598147375356506,0.542008653484449,0.54431245532252
-890,Cane,9m,0.519912459887605,0.576477412761671,0.551616230283218,0.512221477821465,0.540250498487869,0.529015387762534,0.538605414507404,0.659571622945102,0.569750179124576,0.535647686826415,0.5950278118751,0.54399925249071,0.561559041871685,0.546620676595095,0.598796376001806,0.541651439627325,0.545945363735916
