Time,Condition,Age,Cluster,connect_overtime_LA_EEG_12_P04_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P05_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P06_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P07_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P08_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P10_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P11_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P16_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P17_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P19_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P20_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P21_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P22_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P23_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P24_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P25_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P26_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P27_CTS_MTH_chanpair_12m.mat,connect_overtime_LA_EEG_12_P28_CTS_MTH_chanpair_12m.mat
-1500,Grasp,12m,Frontal,16.0549222368907,18.2882133753061,12.8626240814033,9.3724362141024,21.2279413068465,17.6509864118188,14.3667532576097,5.12749147610376,11.856776761192,8.55311737358888,10.7053969674625,9.76691907439321,14.1663253948152,30.870311077997,8.6383727156702,10.7532980809006,7.91037427600801,12.5057778845102,12.0660606093711
-1498,Grasp,12m,Frontal,15.9927709206984,18.202990105762,12.7958671834992,9.40038487742984,21.2617141862361,17.7063794229559,14.3875797166477,5.13865510407124,11.8480935485944,8.57001102007238,10.6309022321474,9.78375662729671,14.2012584839736,30.7882058983814,8.66049936764479,10.7618963308546,7.93568546661161,12.4890559308801,12.0849730418527
-1496,Grasp,12m,Frontal,15.9318393689864,18.1156180432141,12.7293680108164,9.42777521825072,21.2977658037796,17.7559531727077,14.4154308985062,5.14941109642508,11.8372698134435,8.58640369983915,10.5556858994463,9.79974053440513,14.2365355975563,30.7052817882242,8.68318063178246,10.7721996009286,7.96178437637146,12.4733025732436,12.1024685979571
-1494,Grasp,12m,Frontal,15.8723237484266,18.0262622668704,12.6631664347303,9.45438872690213,21.3357863434907,17.7997015110574,14.4530491092397,5.15966242939993,11.8243910514474,8.60215774131665,10.4798820023486,9.81482719364462,14.2716886286738,30.6217667149473,8.70590093691982,10.7836013140565,7.98814233396797,12.4583530858496,12.1184651851723
-1492,Grasp,12m,Frontal,15.8145527745646,17.9357341971487,12.5970810642345,9.48008721082849,21.3757697635424,17.8377135946167,14.4981752914598,5.16930150797643,11.8096028594993,8.61754959685496,10.4044581228752,9.82913950847631,14.3065067166222,30.537503664895,8.72838967671528,10.795710752278,8.0145611021979,12.4440873169249,12.1329510415455
-1490,Grasp,12m,Frontal,15.7588117949464,17.8442459327073,12.5307636296767,9.50474788461243,21.4180319895716,17.8702872306668,14.5482121355526,5.17825904649412,11.7930026392568,8.63262744679632,10.3308623381759,9.84281136512244,14.3408922973841,30.4538286796779,8.75042658607255,10.8082651458098,8.04099111949575,12.4302861206892,12.1459775948893
-1488,Grasp,12m,Frontal,15.7051301282498,17.7516477204157,12.4641234894087,9.52826840058583,21.4631915759892,17.89756937699,14.6031837468912,5.18652092697733,11.7746044942686,8.64707215723589,10.257290691629,9.85582427015015,14.3747582443147,30.3698861632046,8.77183833104041,10.8209819983328,8.06718333016224,12.4164790400819,12.1576740428809
-1486,Grasp,12m,Frontal,15.6536787989325,17.6582098468001,12.397265770439,9.5505703875248,21.5119002699322,17.9199715663577,14.6632078984504,5.19411117409101,11.7544707784731,8.66094581932322,10.1836706887369,9.86822662032025,14.4080736183695,30.2855312766005,8.7926668967635,10.8334830445378,8.09302478073137,12.4022197183155,12.1682520557573
-1484,Grasp,12m,Frontal,15.6050632737222,17.5642876863317,12.3302613814704,9.57160011525156,21.563143382927,17.9367351826783,14.7284023379656,5.20108040479911,11.7327278885711,8.67453717256343,10.1101641832598,9.8798525400843,14.4410118293013,30.201521596075,8.81276284239141,10.8454450432492,8.11805456548036,12.3869983693426,12.1779512663072
-1482,Grasp,12m,Frontal,15.5599818806869,17.4702667777577,12.2630935956217,9.59173781007011,21.6175507889683,17.9474702363756,14.7991853886577,5.20752629279513,11.7095583208426,8.68786508366863,10.0369237407354,9.89059980079433,14.4737843296745,30.1180000968038,8.83176144686618,10.8566919505324,8.14194699156621,12.3704948231637,12.1868897006538
-1480,Grasp,12m,Frontal,15.5184098492737,17.376786924802,12.1958696235093,9.61129555588078,21.674769256804,17.9521556389422,14.8761559640374,5.21361542528978,11.6852205213449,8.70094217234024,9.96402382186369,9.90059957596826,14.5063614460177,30.0349939267184,8.84955106614112,10.8672003760209,8.16450841575714,12.3525256078985,12.1950549265103
-1478,Grasp,12m,Frontal,15.4802320945676,17.284570322449,12.129034492749,9.63006812744021,21.7349038547003,17.9507949180024,14.9589616125775,5.21952642571842,11.659997713581,8.7136375522201,9.89143631595456,9.90995314378264,14.5393942376791,29.9528913598717,8.86603317955452,10.8770371461658,8.18559192037286,12.3329772615011,12.2024372489748
