Time,Condition,Age,Cluster,connect_overtime_LA_EEG_Pilot02_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot03_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot04_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot05_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot06_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot07_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot08_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot09_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot10_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot11_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot12_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot13_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot15_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot17_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot18_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot20_CTS_MTH_chanpair_9m.mat,connect_overtime_LA_EEG_Pilot21_CTS_MTH_chanpair_9m.mat
-1500,Grasp,9m,Central,22.2587133296833,16.9226538977424,19.6010961941608,19.3742910889979,13.2363512034164,14.1388335178271,19.486094900993,18.6322742826729,36.1106197175452,18.2419892267141,16.7637261537874,19.6620324875798,7.49500394391808,17.8795407185155,44.7378339913338,22.8825486315132,17.9727636415758
-1498,Grasp,9m,Central,22.2226218749177,16.8719934765389,19.6715911788756,19.3627272132104,13.2972046442201,14.0654074909944,19.4821303345813,18.6242110438991,36.111539214668,18.2055853495928,16.8428485877328,19.6950462278708,7.47395668566108,17.9133499495075,44.6826522068088,22.9531786462459,17.9963325499437
-1496,Grasp,9m,Central,22.1834945367974,16.8192489003498,19.7414828769786,19.3514949704184,13.3593017832429,13.992291656037,19.4764485676825,18.6144372359528,36.1076495166591,18.1684126628814,16.9191762154174,19.7339903230293,7.45351342397292,17.94715157261,44.6292656655483,23.0236592774038,18.0188228293434
-1494,Grasp,9m,Central,22.1412738335587,16.764322521114,19.8109217215394,19.3406711222961,13.4227043629399,13.9191855919303,19.4690062712366,18.6030265537031,36.0989798962895,18.1306589153628,16.9924517112566,19.7798673889753,7.433536479549,17.9804270165415,44.5774174355688,23.0934964201199,18.0410512291887
-1492,Grasp,9m,Central,22.0961434882468,16.7071792607049,19.8797740139456,19.330934295206,13.4866136085446,13.8458437067846,19.4597873395377,18.5901310802973,36.0854962165197,18.091938547128,17.062484352244,19.8342889194594,7.41412713440608,18.0128667421272,44.5275798625781,23.162467919538,18.0622134182754
-1490,Grasp,9m,Central,22.0481803831935,16.6478277699062,19.9479202787947,19.3221741837744,13.5504729605115,13.7721381203023,19.4488751568428,18.5757132531837,36.0672122810041,18.0520941762704,17.1291351568651,19.8992343537005,7.39558099858068,18.0442902993407,44.4793373611421,23.2304682333703,18.0825267457359
-1488,Grasp,9m,Central,21.9977084531844,16.5863195152192,20.0153330666892,19.3142126819614,13.6139918994264,13.6980263973253,19.4363335482465,18.5598463187376,36.0442319470972,18.0112094907408,17.1923099725028,19.9749188078071,7.37811339181295,18.0746373106557,44.4328974221166,23.2974606145534,18.1017295438982
-1486,Grasp,9m,Central,21.9451789258005,16.5227475033191,20.0819096697932,19.3061318084791,13.6769831448462,13.6235328403643,19.4220998451019,18.5426616890075,36.0167341989305,17.9694715531954,17.2519564199839,20.0588954775213,7.36169554002046,18.1043920496919,44.3884626746563,23.3634662732987,18.1196958601789
-1484,Grasp,9m,Central,21.890376219339,16.4572476106856,20.1474169973002,19.2979673262453,13.739335659546,13.5487489491557,19.4060727962459,18.5244231774234,35.9849195002084,17.9270046913718,17.3080525233074,20.1496254197832,7.34615702249509,18.1317516615873,44.3461463334783,23.4285664337089,18.1363581741547
-1482,Grasp,9m,Central,21.833127967524,16.3899995647923,20.2115011560833,19.2897229406377,13.8010293049994,13.4738339407494,19.3882160607731,18.5060859369225,35.9489135157787,17.8847182154736,17.3606006590107,20.2456566345479,7.33128320064418,18.1562693279779,44.3060315998159,23.4929252184425,18.1516787476748
-1480,Grasp,9m,Central,21.7740092616651,16.3212390338434,20.2738659691049,19.281277275769,13.862152351624,13.3989891267596,19.3685699441194,18.4879892892292,35.9087246859097,17.8418000303557,17.4096309575139,20.3459961829583,7.31705455806623,18.1778444966018,44.2682449613944,23.556846620426,18.1656052299821
-1478,Grasp,9m,Central,21.7128176078293,16.2512710220505,20.3343369816117,19.2724580472807,13.9228066458537,13.3243658691156,19.3472366842485,18.471435349035,35.8642790347443,17.7974723192058,17.4552048585463,20.4500235004598,7.30358734006568,18.1963233744406,44.2322844359307,23.6208795361953,18.1781282957039
-1476,Grasp,9m,Central,21.6491546580674,16.1805078187513,20.3928531328301,19.263038083073,13.9829232632736,13.2500147350057,19.3243855833991,18.4546809419653,35.815513049614,17.7513782788897,17.4974395598844,20.5570684760916,7.29077417899031,18.211806893986,44.1977414225912,23.6857709328757,18.1893608311389
-1474,Grasp,9m,Central,21.5834676649888,16.1094557183524,20.4494431137061,19.2530712188224,14.0423156511006,13.1759170139757,19.3002479631105,18.4373543038502,35.7623987898515,17.7032639560367,17.5365289728694,20.6664919990947,7.27981604827369,18.2272129989603,44.1644886154094,23.7521654453551,18.1995900459459
